seed,offset,ibd_f1,cusum_f1,delta,ibd_positive_fraction,cusum_positive_fraction,ibd_conf_false,cusum_conf_false
5014,500,0.0,0.0,0.0,0.008771929824561403,0.0,0.03467884695058266,0.04589497514373689
5014,1000,0.0,0.0,0.0,0.0,0.0,0.038215525452988605,0.04589497514373689
5015,200,0.5,0.0,0.5,0.008771929824561403,0.0,0.06400918465857867,0.04589497514373689
5015,500,0.0,0.0,0.0,0.0,0.0,0.046868077807529655,0.04589497514373689
5015,1000,0.0,0.0,0.0,0.008771929824561403,0.0,0.03501008024922345,0.04589497514373689
5016,200,0.0,0.0,0.0,0.0,0.0,0.03437742687030807,0.04589497514373689
5016,500,0.0,0.0,0.0,0.0,0.0,0.03715754414801445,0.04589497514373689
5016,1000,0.5,0.0,0.5,0.008771929824561403,0.0,0.03595988229174968,0.04589497514373689
5017,200,0.5,0.0,0.5,0.008771929824561403,0.0,0.04093236720945295,0.04589497514373689
5017,500,0.5,0.0,0.5,0.008771929824561403,0.0,0.03445278189037672,0.04589497514373689
5017,1000,0.5,0.0,0.5,0.008771929824561403,0.0,0.03437742687030807,0.04589497514373689
5018,200,0.0,0.0,0.0,0.0,0.0,0.039693908838470134,0.04589497514373689
5018,500,0.0,0.0,0.0,0.0,0.0,0.03791602474128609,0.04589497514373689
5018,1000,0.5,0.0,0.5,0.008771929824561403,0.0,0.04197001352162643,0.04589497514373689
5019,200,0.0,0.0,0.0,0.0,0.0,0.03437742687030807,0.04589497514373689
5019,500,0.0,0.0,0.0,0.0,0.0,0.03437742687030807,0.04589497514373689
5019,1000,0.0,0.0,0.0,0.0,0.0,0.04088480242821766,0.04589497514373689
